Clase_0,Clase_1,Clase_2,Clase_3,Clase_4,Clase_5,Clase_6,Clase_7,Clase_8,Clase_9,Clase_10,Clase_11,Clase_12,Clase_13,Clase_14,Clase_15,Clase_16,Clase_17,Clase_18,Clase_19,Clase_20,Clase_21,Clase_22,Clase_23,Clase_24,Clase_25,Clase_26,Clase_27,Clase_28,Clase_29,Clase_30,Clase_31,Clase_32,Clase_33,Clase_34,Clase_35,Clase_36,Clase_37,Clase_38,Clase_39,Clase_40,Clase_41,Clase_42,Clase_43,Clase_44,Clase_45,Clase_46,Clase_47,Clase_48
0.005710144,0.71528226,2.0644276e-05,3.0888317e-05,0.004586526,0.053995516,1.3361534e-06,0.0064222496,0.0002087308,1.9466455e-05,6.0344802e-05,1.5665637e-05,3.0454623e-05,0.00035067604,0.0006172846,0.0012077331,0.000106403575,0.010867955,0.00020075186,8.286664e-05,8.462051e-06,0.000250003,0.00828474,0.0024536224,0.023151668,0.074302524,0.00042318608,0.0066308104,0.003800089,0.0010895741,0.00021934838,0.0042486712,0.0003465745,0.014579349,4.0462382e-05,0.01052122,0.020108413,3.2528627e-05,0.0007543003,6.8486515e-05,0.00050656806,0.0001809285,0.0038082444,0.007912957,0.016224168,1.2644109e-05,2.9062914e-05,0.00015879615,3.474543e-05
0.0032057508,0.78891486,2.0157886e-06,3.88087e-05,0.017142797,0.0058378335,1.3420883e-05,2.0628095e-05,0.00055872375,1.348246e-05,2.4019022e-05,1.9028454e-06,1.3535048e-05,2.6463465e-05,4.0558338e-05,0.0033252332,4.0002527e-05,0.0047742324,6.378583e-06,0.00017108805,7.320189e-05,0.007482471,7.608998e-05,0.0016031897,0.00072629424,0.020473331,0.07380512,0.0021939247,0.00018222182,0.0011002118,0.000444324,0.0002899891,0.03677063,7.6674834e-05,1.6891895e-06,0.00014079829,0.0017593653,0.0009364727,0.0002652188,8.817766e-05,0.0007376198,0.00030259357,4.7936333e-05,0.025632909,0.00046750996,1.0561478e-06,0.00011267376,2.4296796e-05,1.2349403e-05
0.012074956,0.7146074,2.1337264e-06,6.0663842e-05,0.0015904527,0.02491602,1.3360875e-06,0.00019549333,0.00013378025,9.476403e-05,2.3975095e-05,6.67626e-06,2.9081787e-06,8.266223e-05,0.00014264416,0.0003163658,8.55829e-06,0.064040996,6.760265e-05,0.00028356223,2.0008114e-05,0.0011694728,0.0034186102,0.004934759,0.04043949,0.019940838,0.004004784,0.0005351631,0.00034322913,0.002475296,0.0014269009,0.00083753915,0.0026979006,0.0025519603,3.247103e-06,0.00050885894,0.031451475,0.000106607054,1.8031473e-05,1.5836296e-05,0.0006187862,8.0528574e-05,0.0005195221,0.0067326636,0.056446046,4.880489e-06,2.4904823e-05,1.7122416e-05,2.679863e-06
0.002428186,0.70539343,2.5657406e-05,2.1421767e-05,0.0009206853,0.045437865,1.3926274e-06,0.0012427516,0.00031208553,1.3718642e-05,1.4148907e-05,8.139615e-06,1.3505953e-05,0.0002655202,0.00032203918,0.0003860766,0.00032017485,0.08600619,0.0011248137,0.0009317859,3.8178136e-06,7.48109e-05,0.0008873696,0.001018871,0.021857666,0.07702947,0.0017245886,0.0004888408,0.008273202,0.0029702035,9.679662e-05,0.0009613847,0.0018337081,0.006181071,2.8259128e-05,0.0008151256,0.0060445466,1.1819645e-05,0.0027850957,0.00033514635,0.0007757977,2.8018392e-05,0.0039668106,0.013179508,0.003361949,6.817517e-07,1.6191354e-05,2.1930815e-05,3.773499e-05
0.01102077,0.7210318,3.516495e-05,0.0010952221,0.04700389,0.04285145,0.00018020044,0.0008259195,0.0011943161,0.00015073494,0.00037502166,0.0001507979,0.00031231096,0.00061924563,0.001505616,0.013099408,0.0032925266,0.002188253,0.00035802976,0.0007925697,0.0010729779,0.02363515,0.00062201027,0.0020093208,0.0011247119,0.004487127,0.018069183,0.017668309,0.0019153373,0.0054767346,0.0021417981,0.0056123226,0.010868058,0.0027035687,0.0002918842,0.007576867,0.0037423903,0.0042446028,0.006396952,0.0010934771,0.0046031442,0.0004080694,0.0017695014,0.012635207,0.002638447,9.216351e-05,0.007787752,0.0005641103,0.000665415
0.0064240843,0.6847036,0.0001177546,0.00065234536,0.017354488,0.15091234,2.1377813e-05,0.002404801,0.0026882726,0.00031295305,9.2527094e-05,2.0811322e-05,0.00011118033,0.0008584197,0.0030583008,0.0014908755,0.0023040297,0.009874387,0.0009920987,0.0012655546,0.0008026847,0.0018033824,0.0011439249,0.0015820421,0.0049666166,0.014681394,0.002582864,0.0012833485,0.0018908038,0.0023642173,0.00028825869,0.0028357015,0.016204074,0.0021554113,6.8201654e-05,0.0037614636,0.0053532757,0.00030003706,0.0048654405,0.0032134652,0.001990822,0.0003759816,0.0027888042,0.01945887,0.015778055,1.7569922e-05,0.0010517016,0.0006623678,6.920171e-05
0.0026817503,0.7289893,3.9029824e-06,1.8910696e-05,0.017237639,0.007341976,6.753788e-08,0.00077882974,0.00013213791,3.0603747e-05,1.8737674e-05,6.9595865e-07,3.0001771e-05,2.2112301e-05,0.00038703572,0.00056912,2.074839e-05,0.003319583,5.774699e-05,7.5207854e-06,4.941948e-05,0.0029906975,0.00030031617,0.00011673848,0.0030043519,0.14442986,0.0036659762,0.0041005197,0.0006341398,0.000620899,0.000131907,0.001546589,0.002778296,0.00020239352,2.1469104e-07,0.0074464227,0.0027625791,8.042808e-05,0.00017113784,3.262313e-05,7.655444e-05,0.00013891638,0.000119765275,0.057707105,0.0050393525,1.1187e-06,7.4341574e-06,0.00018664436,9.053009e-06
0.0020629712,0.95691556,1.082249e-07,1.4457537e-06,0.003326642,0.000861311,8.84236e-07,3.1441375e-06,6.4047344e-05,2.532701e-06,3.5858552e-06,2.200157e-08,2.2691957e-07,1.0776397e-06,5.37908e-06,0.0011364958,8.967772e-06,0.00035789574,9.080259e-08,3.855711e-06,2.1181651e-05,0.0011742669,2.8110653e-05,0.0011180611,0.00019325376,0.0041464325,0.01398736,0.00014691963,1.4498801e-05,4.6423025e-05,6.2515765e-06,8.7512875e-05,0.007801917,6.8773443e-06,2.4926146e-08,1.3882618e-05,0.00027464775,1.6224945e-05,1.5915499e-05,1.8037374e-05,7.8092075e-05,0.00015566406,1.93135e-05,0.0055552297,0.00031390294,9.17612e-08,1.564363e-06,1.7550302e-06,3.6146636e-07
0.016515523,0.38713956,0.00021864394,0.00040137515,0.0067666145,0.1164113,8.64984e-06,0.002037052,0.000444414,0.00013282595,0.0002081725,0.0001015634,0.00021363182,0.0017216674,0.011395219,0.00029277065,0.00092127937,0.1469283,0.011400379,0.0014693227,0.00019666202,0.0016382721,0.0012288154,0.0004794257,0.025287772,0.020107552,0.0053767483,0.0055457847,0.03381545,0.008867651,0.0031983182,0.0020139983,0.0014879624,0.029436678,7.635755e-05,0.087619334,0.017740149,0.00016956414,0.0012347836,0.0013166465,0.00083577615,0.00010037987,0.010462232,0.021592641,0.014420558,7.710386e-05,0.00056525203,0.00017846603,0.0002014203
6.5115426e-05,0.9460904,2.4249075e-06,6.415719e-06,0.0023977964,0.010722796,6.1253836e-08,0.001960112,1.707888e-05,8.288728e-06,5.7711463e-07,4.246583e-07,5.787742e-07,1.7607457e-06,6.111194e-06,0.000783807,1.7600567e-05,0.0002744028,1.8914795e-06,2.864942e-06,5.3584176e-06,0.0002676179,0.00056855084,0.0008536355,0.0002838949,0.015227678,0.000360604,0.0005395577,0.00041936425,0.0001162146,4.885581e-06,0.0011777725,0.0034248638,1.0438298e-05,2.7819033e-07,6.308977e-05,0.0018179178,1.2150489e-05,0.0036347904,7.393974e-06,0.00037390523,1.3755748e-05,6.373953e-05,0.0022669514,0.005635642,5.437005e-08,1.1651512e-06,0.00047966588,8.510364e-06
0.00015721595,2.1328965e-06,0.6585514,2.6399252e-05,3.549817e-05,0.040453263,0.053762536,5.5125493e-05,0.0027809117,0.0032893938,0.005159683,0.008498884,0.0051093632,0.00017916618,0.0063744825,0.003651325,0.00036101867,0.004599767,0.00037701702,0.0061916583,0.003475442,0.0010835265,2.5665777e-05,0.00012513793,0.00033682986,0.00015537262,0.000206757,0.00016547153,0.0010139262,0.0002798436,0.030478075,0.00032382883,0.00018666829,6.725547e-05,0.00091709814,0.00050798256,0.00414592,0.00042237516,0.012884532,0.10598426,0.020322848,0.0025058656,0.0013982629,0.00038165733,0.0007534421,0.0030957183,0.00063754246,0.00016238698,0.008340003
1.9948064e-05,7.778299e-06,0.7529305,1.0903994e-05,1.6895427e-05,0.012175753,0.012727271,0.00018639652,0.0012555766,0.0038406025,0.0039791674,0.0060240263,0.0076805605,3.827715e-05,0.00044516497,0.005117896,8.029377e-05,0.0041357838,0.00051941525,0.003475267,0.00039461083,0.0012409132,9.633593e-06,0.0001481304,0.00081875053,0.0005965559,0.00019706441,0.0004393256,0.00056437805,0.00012320056,0.003352051,0.0004185449,0.00023803469,6.578719e-06,0.0001889844,4.411155e-05,0.0025140597,0.0016652932,0.13613315,0.021247316,0.0076414472,0.00072859484,0.0010778373,0.00041261298,0.00021691024,0.00012222701,0.00021699653,0.00045401324,0.0041211983
0.00033305312,7.90324e-05,0.5335853,0.0008944444,0.00023713271,0.016229214,0.020654168,0.0010704629,0.003111779,0.013919287,0.0020052094,0.027856216,0.028242895,0.00023905456,0.014097894,0.0044357395,0.0011822594,0.006539965,0.004250842,0.0152734155,0.0028373303,0.009031644,0.00011194826,0.00017850919,0.0017001713,0.0038952436,0.0006463008,0.0017333885,0.0044085067,0.002463738,0.0051008957,0.009579548,0.0012472145,7.707612e-05,0.0013260213,0.00043242364,0.0064175916,0.0042354753,0.1876727,0.016737541,0.008908023,0.002228833,0.0068397173,0.00089787884,0.0024766617,0.001704055,0.004969975,0.0110856565,0.006818564
0.00042405477,4.7682286e-05,0.69559777,0.00028234432,0.00013936366,0.024363691,0.007751377,0.002682689,0.0022918524,0.016540885,0.007283624,0.031075954,0.009217466,0.00019197645,0.00675405,0.0051368065,0.0003474595,0.010910771,0.0042179534,0.010294685,0.0011905666,0.0025267508,0.00023560642,0.00029927003,0.00641127,0.0041674036,0.0003513681,0.001442062,0.0027761608,0.00042903543,0.009806639,0.0025268411,0.00047392122,0.00022641807,0.00070962094,0.000628653,0.004713884,0.002456969,0.028426057,0.054862645,0.0074940585,0.008730443,0.0066883527,0.0017269314,0.003194502,0.0021034027,0.00044344837,0.004803253,0.0046020024
0.0006985943,7.2087905e-06,0.37754655,6.681353e-05,4.8787282e-05,0.25894663,0.002353978,0.0037390639,0.0016137019,0.0048907707,0.0005319744,0.015434789,0.0007300203,0.00010076436,0.0033365837,0.0012697851,0.0043427646,0.014327495,0.001076666,0.0033157433,0.0006269267,2.520522e-05,0.0018381882,0.00044667054,0.001526631,0.0006684336,1.4598282e-05,4.3179793e-05,0.015490123,0.0010784247,0.00023654294,0.0005034959,6.854384e-05,0.00096318807,0.0022814006,0.00036142,0.0009554632,3.7216405e-06,0.02421169,0.14767955,0.03598797,0.0008923781,0.054618813,2.8057892e-05,0.0059397737,0.003199266,9.032692e-05,0.0030823061,0.0027590366
0.0001724701,0.00021306866,0.3252684,0.00020698506,0.00030845654,0.041788317,0.040198307,0.002478433,0.013769958,0.0072802827,0.0071046804,0.0064357887,0.01229562,0.0011582304,0.0037313795,0.052065536,0.00072774437,0.005540621,0.0011770512,0.03260487,0.0024474813,0.0032664593,0.0002229135,0.0014812199,0.0024437134,0.009444121,0.0009904272,0.0017105753,0.0017296204,0.00038349835,0.009422965,0.0031097275,0.004468162,0.00018546035,0.0038768733,0.0006831703,0.008562248,0.0065931925,0.15131412,0.12176601,0.05126869,0.025975253,0.0017556938,0.012429548,0.0020358134,0.00059018424,0.0010552227,0.0026759915,0.013585444
0.00013121696,2.779669e-07,0.6558575,9.594221e-06,3.2441467e-06,0.068821296,0.025796507,0.00012409732,0.001957264,0.0022278978,0.0008209856,0.004084371,0.00031096028,3.7944723e-05,0.0027145662,0.0007215378,0.00037603185,0.0049607977,0.00014162481,0.0060006594,0.00027513647,1.7279004e-05,0.00013864759,0.00024063225,0.0008026255,0.00016126777,4.6042182e-06,6.4248993e-06,0.00073262193,5.386875e-05,0.000395139,0.00010823258,1.6451962e-05,0.00023601999,0.0010711573,3.8545022e-05,0.00053109234,2.2409506e-06,0.002080856,0.18346299,0.011657303,0.006728186,0.01157735,3.7608275e-05,0.0011154405,0.002716142,2.6058517e-05,0.00013394837,0.00053380895
0.000334772,1.1910004e-07,0.24115634,5.472085e-05,1.7907829e-06,0.14515868,0.0031056707,0.0022922198,0.111154936,0.009085706,0.0042516477,0.002670848,0.05345158,0.008966462,0.072531104,0.00020824642,3.925744e-05,0.0042119343,0.00738297,0.022437574,0.00034395806,1.530779e-05,0.0006726464,0.00017480121,0.008537476,0.029832143,3.0193996e-07,2.1544214e-05,0.00013045195,0.000112798705,0.012002632,0.0010288334,7.785604e-06,0.009208821,0.074514665,0.0015913518,0.009521071,2.5086645e-05,0.00016506185,0.04807199,0.00304205,0.077206805,0.0019788314,0.0028385408,0.012457488,0.016575815,0.00012337157,5.266615e-05,0.0012490841
0.0003491254,2.1940707e-05,0.42860347,0.00046775895,0.00019502896,0.038074855,0.21416387,0.00029070582,0.006185958,0.0020552364,0.0031909295,0.03575076,0.008491552,0.00078863255,0.014389339,0.00869137,0.0005262652,0.0065895766,0.00085501955,0.04283407,0.00094621506,0.0028822836,0.00021911808,0.0006476136,0.0014900363,0.0015437348,0.00028769037,0.0014297952,0.0019566768,0.00087404327,0.03379817,0.0024407748,0.00057557365,0.00054226816,0.010558208,0.0005889457,0.014120793,0.0022875369,0.026705887,0.021987848,0.019197576,0.0151874805,0.0039896723,0.0010033584,0.0016226983,0.0067155845,0.006590601,0.0019217514,0.0053725527
6.870412e-05,5.404299e-05,0.0036016535,0.00022802172,0.00015432885,0.23939572,4.2193296e-05,0.10022663,0.0003997626,0.001347141,5.1675675e-06,0.0018786361,0.00020818974,7.204773e-05,9.419316e-05,0.00027653956,0.040448587,0.0007679593,0.000414595,6.1016624e-05,0.0006086418,6.4033084e-06,0.025891496,0.002834537,3.4806468e-05,0.000491202,5.9948607e-06,3.7203932e-05,0.17704785,0.0071951845,1.1647226e-05,0.0010155201,0.00013452955,0.0005626762,0.011391243,0.0003565909,0.00017960073,3.2431373e-07,0.22868454,0.0027611796,0.07316982,1.5875901e-05,0.008709245,7.99399e-06,0.007900128,0.00046096323,4.0585175e-05,0.020811819,0.039887246
0.0025335148,0.00050720066,0.012064738,0.035297543,0.0010623274,0.021872077,0.0022264228,0.103505135,0.010135406,0.031784527,0.001175424,0.057648167,0.021448648,0.0013219618,0.01279828,0.0071950178,0.0012850405,0.0013305855,0.009788066,0.032421075,0.0005971809,0.0035930637,0.00635982,0.00086087844,0.0065433574,0.19484207,6.61498e-05,0.0035649238,0.0013359619,0.00091756426,0.0018820158,0.05235215,0.0011246512,0.0059958473,0.036717363,0.0008902477,0.0009761731,0.009741737,0.010079721,0.012007544,0.009055933,0.12914187,0.006124542,0.0078932615,0.014087544,0.0067079547,0.0027546913,0.10220995,0.004174716
0.00025426474,0.0003333965,5.8681588e-05,0.586194,1.7101209e-05,0.0016072002,0.00010000198,0.03298213,0.00026861124,0.051620096,1.2192741e-05,0.036153395,0.00046323775,0.00030065508,0.0005310771,0.00019410289,1.8636196e-05,0.0005503837,0.007905675,0.12737203,7.2051116e-05,0.0011483842,0.0025829603,0.00032214512,0.0008415603,0.022829322,1.5484316e-05,0.00018489907,0.00016778432,0.0005351809,0.00086093013,0.022704348,0.00063116004,0.0007088457,0.022810698,2.3275503e-05,0.00014555267,0.017216604,0.00016899854,0.00012033265,0.0021726866,0.002293411,0.00015397753,0.00029423402,0.021056654,0.00069472013,0.0017259251,0.030118745,0.00046216437
0.0004311002,1.8373297e-05,5.3518546e-05,0.26866508,1.7383978e-05,0.0009401567,4.9640626e-06,0.20322062,2.6676653e-05,0.0036821438,0.00013432703,0.20619127,0.0020358567,3.7812544e-05,0.0018561727,1.7653492e-05,9.896174e-07,0.00025766387,0.13934883,0.0016635784,6.846216e-07,0.0013143439,0.002784725,2.0533831e-05,0.016759947,0.016786536,3.6298724e-07,0.01402051,0.000121829544,2.4669447e-05,0.004657046,0.011958242,4.749196e-07,0.025172254,0.0058086305,0.0005768241,2.9554622e-05,0.0026049956,6.850448e-07,6.2845957e-06,3.074723e-06,0.031468492,0.0012251078,0.00030062973,0.0027910941,0.018877506,0.0006246957,0.013379267,7.6880395e-05
0.00047135275,0.0011025644,6.540245e-05,0.57012457,0.003440756,0.003897153,6.0049006e-05,0.015615295,0.0049263034,0.0026434253,9.419447e-06,0.0060619074,0.0116332015,0.0010853962,0.008524147,0.00052366534,0.012226461,0.0002463052,0.041367956,0.012379438,0.0017174641,0.0046624066,0.0007393773,3.545254e-05,4.9934242e-05,0.01219316,0.00033411008,0.00089760096,0.0036112275,0.02532854,0.0005156236,0.080191836,0.005764004,0.0009224024,0.025139078,0.0012599176,3.5685407e-05,0.0050487695,0.017902968,0.0020384637,0.00242781,0.00026889215,0.00020222829,0.0017325586,0.0012053053,0.0004625568,0.04328147,0.03942056,0.026205786
7.0276487e-06,3.6598271e-06,2.071445e-07,0.973975,1.0824693e-06,1.7624025e-05,1.3139334e-07,0.0027082572,1.5156699e-06,0.0010553555,2.454904e-08,0.004862939,5.2365118e-05,1.9390077e-06,5.7423433e-05,1.8134406e-07,1.0980486e-06,5.9621666e-06,0.005200315,0.00074034196,1.4637432e-06,0.00014175117,6.24721e-05,4.741865e-07,5.77162e-06,0.00030835447,1.7241508e-07,1.9384892e-05,2.7616408e-05,8.104577e-05,2.322246e-05,0.0029051146,2.6104271e-06,3.1669468e-05,0.0006269831,2.2566367e-06,2.74641e-07,0.00034195554,1.4517235e-06,2.6144394e-07,2.8225313e-06,8.277119e-06,4.3786317e-06,1.433883e-06,0.0003193078,9.2653165e-05,0.00040185414,0.0058609787,3.1746942e-05
9.797694e-05,9.697682e-06,2.449295e-05,0.5535988,3.490145e-05,0.0004374716,5.078548e-05,0.0018391274,0.0016555849,0.00048605198,1.2068839e-06,0.012053945,0.021622341,0.0011685317,0.017713832,2.7682037e-05,0.00069458794,2.1187321e-05,0.026924212,0.045396134,9.1167916e-05,0.00032031146,4.461146e-05,9.642666e-07,5.165669e-06,0.006833614,3.918584e-06,7.167134e-05,0.00031198535,0.0029727267,0.00033461023,0.06883793,0.00014340716,0.0004429829,0.1702934,0.00011777848,7.541284e-06,0.0028216268,0.0011364575,0.00037908426,0.00019346466,0.0001608397,2.8700691e-05,0.00015568495,0.00018121328,0.00056304544,0.045820188,0.002596652,0.011270573
0.0012168828,0.00022711014,0.0027015992,0.14495632,5.3593623e-05,0.0031059778,5.8370668e-05,0.13503087,0.00022959732,0.04052126,0.00020446279,0.044548016,0.003011462,4.4025797e-05,0.030272689,0.00017146091,3.2013722e-05,0.0008658317,0.06952568,0.008417721,3.8816077e-05,0.00681046,0.0020282627,5.5963716e-05,0.027647803,0.09580454,5.3987874e-06,0.0033622347,0.00042346749,0.00013253724,0.00052539917,0.13493879,3.572557e-05,0.0027787047,0.0012382817,0.00038840537,0.0002743249,0.0018734765,0.00012910343,0.0002590053,4.8531758e-05,0.06943519,0.013694778,0.002100048,0.033285398,0.00587683,0.0005127953,0.1109733,0.00012745886
4.502526e-05,0.00022475581,1.3571401e-05,0.624879,8.512223e-05,0.0016718393,2.3720704e-06,0.061722264,6.067828e-06,0.0008862339,3.6029545e-07,0.023902083,9.481813e-06,3.6983238e-06,0.00021162961,3.017386e-05,1.7826268e-06,5.0060302e-05,0.00064470334,0.0042789187,1.686885e-06,0.00048082895,0.0019139567,2.6354277e-05,0.00015502005,0.0042046756,1.1858695e-06,0.00087879435,0.00013686475,1.5366331e-05,0.00017425486,0.0058141733,3.5864243e-05,0.0004036217,0.0006854459,2.7050974e-05,1.2221678e-05,0.002196552,2.5173173e-05,1.7423832e-05,0.000103072874,0.0028846285,5.9099864e-05,5.572856e-05,0.0060037286,0.00032588936,0.00018967409,0.25446162,4.096911e-05
